duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,rerror_rate,dst_host_count,pred_label,severity,confidence,reasons
1,tcp,smtp,SF,2599,293,3,3,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,sunrpc,REJ,0,0,4,12,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,udp,other,SF,1,1,41,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,353,14008,19,19,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,260,15,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,csnet_ns,S0,0,0,134,5,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,telnet,RSTO,0,15,1,1,0.0,1.0,171,ATTACK,LOW,0.7,High rerror_rate
0,tcp,private,REJ,0,0,104,9,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,other,REJ,0,0,1,1,0.0,1.0,118,ATTACK,LOW,0.7,High rerror_rate
0,tcp,private,REJ,0,0,2,1,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,http,SF,312,12954,22,22,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,link,S0,0,0,150,20,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
4,tcp,pop_3,SF,28,93,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
4,tcp,pop_3,SF,32,93,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,105,12,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,icmp,ecr_i,SF,1008,0,9,9,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,S0,0,0,114,16,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,other,REJ,0,0,509,1,0.0,0.98,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
1,tcp,smtp,SF,2599,293,2,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,271,13,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,http,S0,0,0,11,11,1.0,0.0,255,ATTACK,MEDIUM,0.8,High serror_rate; High dst_host_count
0,icmp,ecr_i,SF,1008,0,449,449,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,private,REJ,0,0,265,14,0.01,0.99,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,domain,REJ,0,0,258,12,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,133,7,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,domain,REJ,0,0,281,12,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,137,16,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
4,tcp,pop_3,SF,32,93,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,smtp,REJ,0,0,1,1,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,udp,private,SF,105,105,3,3,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,private,SF,105,146,3,3,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,ftp_data,SF,15377,0,2,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
4,tcp,pop_3,SF,31,93,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,private,SF,1,1,125,1,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,icmp,ecr_i,SF,1008,0,20,20,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,vmnet,S0,0,0,300,20,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,smtp,SF,914,329,2,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
7358,tcp,telnet,SF,0,44,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,107,10,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
283,tcp,ftp,SF,164,599,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,telnet,S3,0,44,1,1,1.0,0.0,255,ATTACK,MEDIUM,0.8,High serror_rate; High dst_host_count
0,icmp,ecr_i,SF,1032,0,115,115,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,other,REJ,0,0,494,1,0.09,0.91,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,S0,0,0,300,20,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,udp,private,SF,1,0,74,30,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,213,1,0.08,0.92,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,194,4,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,telnet,RSTO,0,12,1,4,0.0,1.0,131,ATTACK,LOW,0.7,High rerror_rate
0,tcp,pop_3,RSTO,0,36,1,3,0.0,1.0,238,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,http,SF,313,6356,21,21,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,other,SF,23,23,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,systat,REJ,0,0,261,6,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,udp,domain_u,SF,44,112,1,4,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,icmp,ecr_i,SF,1008,0,21,21,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,smtp,SF,1148,333,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,icmp,ecr_i,SF,1008,0,368,368,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
2069,tcp,http,RSTR,72564,0,9,9,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,udp,private,SF,54,50,235,235,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,private,S0,0,0,108,19,1.0,0.0,8,ATTACK,MEDIUM,0.8,High count; High serror_rate
282,tcp,ftp,SF,160,597,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,S0,0,0,141,10,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,http,SF,210,1170,3,3,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,private,SF,55,57,511,511,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,other,REJ,0,0,1,1,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,other,REJ,0,0,480,1,0.06,0.94,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
282,tcp,ftp,SF,166,601,1,1,0.0,0.0,214,ATTACK,LOW,0.7,High dst_host_count
182,tcp,http,SF,334,284,2,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
282,tcp,ftp,SF,154,593,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,ssh,S0,0,0,139,5,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
2067,tcp,http,RSTR,88064,0,10,10,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,296,18,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,udp,private,SF,52,49,511,511,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,telnet,REJ,0,0,1,1,0.0,1.0,185,ATTACK,LOW,0.7,High rerror_rate
0,udp,private,SF,46,43,52,52,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,230,349,4,5,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,iso_tsap,S0,0,0,144,9,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,http,SF,240,2276,7,7,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,314,454,7,21,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,domain_u,SF,43,68,156,156,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,udp,domain_u,SF,46,46,160,240,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,udp,ntp_u,SF,48,48,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,199,3557,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,280,16,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,udp,domain_u,SF,29,89,2,5,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,telnet,SF,122,174,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
282,tcp,ftp,SF,162,597,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,telnet,S3,0,44,1,1,1.0,0.0,255,ATTACK,MEDIUM,0.8,High serror_rate; High dst_host_count
0,tcp,private,REJ,0,0,253,14,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,icmp,eco_i,SF,30,0,4,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
7474,tcp,telnet,SF,0,44,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,103,2,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,shell,RSTO,0,0,113,9,0.29,0.71,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,udp,domain_u,SF,77,44,268,268,0.0,0.0,195,ATTACK,LOW,0.7,High count
0,tcp,private,REJ,0,0,213,13,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,220,17,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,telnet,SF,123,174,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,telnet,RSTO,0,0,239,2,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,http,SF,54540,8314,3,9,0.0,0.0,255,ATTACK,MEDIUM,0.8,High dst_host_count; Short burst with high bytes
0,tcp,private,S0,0,0,183,3,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,other,REJ,0,0,511,1,0.15,0.85,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,http,SF,282,4424,2,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
282,tcp,ftp,SF,162,597,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,name,REJ,0,0,222,16,0.08,0.92,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,netbios_ns,REJ,0,0,250,20,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,bgp,REJ,0,0,198,7,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
1,tcp,smtp,SF,2599,293,3,3,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,274,4,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,klogin,REJ,0,0,140,20,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,117,4,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,imap4,REJ,0,0,2,2,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,2,1,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,http,SF,296,6482,4,4,0.0,0.0,252,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,S0,0,0,100,100,1.0,0.0,255,ATTACK,MEDIUM,0.8,High serror_rate; High dst_host_count
0,tcp,uucp,S0,0,0,120,1,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,http,SF,54540,8314,5,5,0.0,0.0,255,ATTACK,MEDIUM,0.8,High dst_host_count; Short burst with high bytes
0,tcp,http,SF,321,174,19,19,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,icmp,ecr_i,SF,1032,0,510,510,0.0,0.0,74,ATTACK,LOW,0.7,High count
0,tcp,http,S0,0,0,36,36,0.83,0.14,255,ATTACK,MEDIUM,0.8,High serror_rate; High dst_host_count
0,tcp,private,REJ,0,0,129,7,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,http,SF,246,1101,27,27,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
795,tcp,http,RSTR,57964,0,20,20,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
4,tcp,http,RSTR,33580,4380,3,3,0.0,0.67,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
792,tcp,http,RSTR,61504,1,38,38,0.03,0.97,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,http,SF,209,415,15,15,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,S0,0,0,181,4,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,icmp,ecr_i,SF,508,0,111,111,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
799,tcp,http,RSTR,71584,0,45,45,0.02,0.98,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,236,17,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,telnet,SF,124,174,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,249,1587,10,10,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,domain_u,SF,43,74,222,222,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,http,SF,266,98836,1,2,0.0,0.0,13,ATTACK,LOW,0.7,Short burst with high bytes
0,tcp,private,REJ,0,0,275,18,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,http,REJ,0,0,1,1,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,udp,domain_u,SF,44,115,1,3,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,hostnames,S0,0,0,180,18,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,telnet,SF,124,174,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,54540,8314,4,17,0.0,0.0,255,ATTACK,MEDIUM,0.8,High dst_host_count; Short burst with high bytes
1,tcp,smtp,SF,2599,293,3,3,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,telnet,S3,0,44,1,1,1.0,0.0,255,ATTACK,MEDIUM,0.8,High serror_rate; High dst_host_count
1,tcp,imap4,RSTO,0,44,2,2,0.0,1.0,232,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,private,S0,0,0,119,20,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,finger,S0,0,0,19,6,1.0,0.0,255,ATTACK,MEDIUM,0.8,High serror_rate; High dst_host_count
901,tcp,http,RSTR,75484,0,73,73,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,udp,private,SF,54,51,511,511,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,telnet,S3,0,44,1,1,1.0,0.0,255,ATTACK,MEDIUM,0.8,High serror_rate; High dst_host_count
806,tcp,http,RSTR,75484,0,59,59,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,http,SF,243,2211,21,21,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,icmp,ecr_i,SF,1008,0,30,30,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,telnet,SF,124,174,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,250,18,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,104,4,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,S0,0,0,271,9,0.78,0.22,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,http,SF,233,261,3,3,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,private,SF,44,0,2,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,254,4,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,telnet,S0,0,0,140,140,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,icmp,ecr_i,SF,520,0,226,226,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,udp,private,SF,54,56,507,507,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,other,REJ,0,0,511,1,0.02,0.98,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,261,3,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,udp,private,SF,105,146,1,1,0.0,0.0,230,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,121,17,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,102,19,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
2,tcp,smtp,SF,4485,1124,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,130,12,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,vmnet,S0,0,0,178,17,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,http,SF,308,406,12,12,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,telnet,S0,0,0,121,121,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
1,tcp,smtp,SF,2599,261,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,domain_u,SF,44,115,1,4,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
281,tcp,ftp,SF,165,601,1,1,0.0,0.0,227,ATTACK,LOW,0.7,High dst_host_count
0,tcp,other,REJ,0,0,472,1,0.02,0.98,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,domain,REJ,0,0,118,18,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,http,SF,245,10082,3,3,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,248,753,2,10,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
283,tcp,ftp,SF,160,599,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,domain_u,SF,44,81,128,128,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,http,SF,310,2698,5,5,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
1,tcp,telnet,RSTO,0,15,4,10,0.25,0.75,41,ATTACK,LOW,0.7,High rerror_rate
0,tcp,finger,RSTO,0,0,50,14,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,Z39_50,REJ,0,0,107,7,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,ftp,SF,26,157,2,2,0.0,0.0,208,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,217,349,14,14,0.0,0.0,208,ATTACK,LOW,0.7,High dst_host_count
1,tcp,smtp,SF,2599,293,2,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,daytime,S0,0,0,157,16,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,udp,domain_u,SF,45,80,121,121,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,http,S0,0,0,41,41,0.85,0.12,255,ATTACK,MEDIUM,0.8,High serror_rate; High dst_host_count
0,tcp,http,SF,214,2807,2,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
1,tcp,smtp,SF,7184,338,1,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,282,370,40,44,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,327,664,9,9,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,ctf,S0,0,0,167,12,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,http,SF,253,1828,2,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,icmp,ecr_i,SF,508,0,429,429,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
900,tcp,http,RSTR,57964,0,57,57,0.02,0.96,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,telnet,S3,0,44,1,1,1.0,0.0,255,ATTACK,MEDIUM,0.8,High serror_rate; High dst_host_count
0,tcp,gopher,RSTO,0,0,15,1,0.0,1.0,24,ATTACK,LOW,0.7,High rerror_rate
0,udp,other,SF,1,1,135,1,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,other,REJ,0,0,1,1,0.0,1.0,80,ATTACK,LOW,0.7,High rerror_rate
8096,tcp,telnet,SF,0,15,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,322,10648,1,4,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
748,tcp,http,RSTR,91544,0,2,2,0.0,1.0,231,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,http,SF,206,22780,9,9,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,private,SF,54,54,511,511,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,telnet,SF,126,174,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
281,tcp,ftp,SF,164,599,1,1,0.0,0.0,210,ATTACK,LOW,0.7,High dst_host_count
0,tcp,pop_3,REJ,0,0,3,4,0.0,0.67,115,ATTACK,LOW,0.7,High rerror_rate
7646,tcp,telnet,SF,0,44,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,other,REJ,0,0,1,1,0.0,1.0,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,258,17,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,http,SF,241,2698,3,3,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
7350,tcp,telnet,SF,0,44,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
20,tcp,ftp,SF,74,320,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,private,REJ,0,0,209,20,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,http,SF,250,17926,1,8,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,private,SF,105,146,4,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,auth,S0,0,0,264,17,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
282,tcp,ftp,SF,162,599,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,54540,8314,3,3,0.0,0.0,255,ATTACK,MEDIUM,0.8,High dst_host_count; Short burst with high bytes
0,tcp,sunrpc,REJ,0,0,1,11,0.0,1.0,36,ATTACK,LOW,0.7,High rerror_rate
0,tcp,http,SF,280,23297,1,17,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,private,SF,105,146,2,2,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,supdup,REJ,0,0,213,13,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,http,SF,303,2698,4,4,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,http,SF,324,1227,9,12,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
896,tcp,http,RSTR,2484,0,85,85,0.01,0.98,255,ATTACK,MEDIUM,0.8,High rerror_rate; High dst_host_count
0,tcp,private,REJ,0,0,104,5,0.0,1.0,255,ATTACK,HIGH,0.9,High count; High rerror_rate; High dst_host_count
0,tcp,private,S0,0,0,270,12,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
0,tcp,telnet,RSTO,0,15,1,3,0.0,1.0,158,ATTACK,LOW,0.7,High rerror_rate
4,tcp,pop_3,SF,28,93,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,domain_u,SF,43,43,5,10,0.0,0.0,217,ATTACK,LOW,0.7,High dst_host_count
0,icmp,ecr_i,SF,1032,0,409,409,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,http,SF,349,261,13,20,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,udp,other,SF,1,1,325,1,0.0,0.0,255,ATTACK,MEDIUM,0.8,High count; High dst_host_count
0,tcp,telnet,SF,122,174,1,1,0.0,0.0,255,ATTACK,LOW,0.7,High dst_host_count
0,tcp,pop_3,S0,0,0,1,1,1.0,0.0,96,ATTACK,LOW,0.7,High serror_rate
0,tcp,vmnet,S0,0,0,147,4,1.0,0.0,255,ATTACK,HIGH,0.9,High count; High serror_rate; High dst_host_count
